pmid,g2p_id
26521233,G2P00817
26522270,G2P00016
26523152,G2P00020
26526000,G2P01095
26535771,G2P01645
26537056,G2P02885
26539208,G2P03166
26541327,G2P02793
26543653,G2P03141
26544948,G2P01487
26545289,G2P00216
26545629,G2P00828
26545877,G2P01717
26550033,G2P01182
26551301,G2P01399
26556812,G2P02953
26558191,G2P01563
26559560,G2P01058
26561605,G2P00828
26564071,G2P00410
26564076,G2P00413
26564081,G2P01390
26564087,G2P00385
26565546,G2P00934
26565940,G2P00663
26566957,G2P01242;G2P00530
26571382,G2P00011
26572829,G2P01459
26573532,G2P00111
26576048,G2P03384
26577040,G2P01368
26578659,G2P01542
26581570,G2P00949
26583493,G2P00330
26585273,G2P00553
26586363,G2P01513
26586959,G2P00868
26590883,G2P01559
26593267,G2P01686
26594870,G2P01621
26595337,G2P00650
26600526,G2P00658
26602066,G2P01548
26607862,G2P01013
26610312,G2P01076
26610677,G2P01642;G2P01248
26612127,G2P01621
26613020,G2P00685
26613958,G2P00790
26621368,G2P00250
26626625,G2P01659
26627464,G2P01056
26628290,G2P01506
26631233,G2P01013
26631621,G2P01548
26634260,G2P00749
26634493,G2P00021
26637293,G2P00398
26637975,G2P01655;G2P00679
26637980,G2P01661
26639513,G2P00321
26644994,G2P00299
26647175,G2P01608;G2P01716
26648140,G2P00658
26656975,G2P00111;G2P00380
26657938,G2P00856
26659129,G2P00392
26662654,G2P00599
26663181,G2P00658
26666465,G2P00235
26666653,G2P00275
26666848,G2P01294;G2P01449
26667307,G2P00828
26668786,G2P00410
26669664,G2P01624
26675814,G2P02964
26677014,G2P01608
26681308,G2P00620
26682157,G2P00531
26684006,G2P01013
26684320,G2P02993
26684479,G2P00698
26684698,G2P00115
26686526,G2P00728
26686676,G2P01562
26686776,G2P00786
26688387,G2P00507
26689621,G2P02950
26690531,G2P00733;G2P00486
26691038,G2P01399
26691049,G2P00884
26691664,G2P00143
26691894,G2P00256
26692054,G2P01632
26693825,G2P00451
26694549,G2P01251;G2P00211;G2P00873;G2P01427
26697755,G2P00072;G2P00096
26700162,G2P00897
26701315,G2P00832
26701937,G2P00275
26704523,G2P00333
26706013,G2P01270;G2P01636
26707784,G2P00728
26708403,G2P01077
26708699,G2P00550
26709265,G2P00798
26710928,G2P01152
26714497,G2P03312
26720468,G2P01421
26721323,G2P00525
26727668,G2P00342
26729329,G2P00474;G2P01653
26733284,G2P00604
26735972,G2P01327
26740507,G2P00887
26740946,G2P00908
26741492,G2P00034
26742501,G2P03228
26743065,G2P00631
26746779,G2P00137
26746812,G2P01245
26748457,G2P00887;G2P00927
26749367,G2P01041
26750748,G2P00299
26753551,G2P01337
26754866,G2P00944
26756202,G2P00599
26757981,G2P01715
26758979,G2P01058
26759440,G2P01653
26762927,G2P01327
26763878,G2P00098
26768012,G2P00796
26769277,G2P01066
26777049,G2P02986
26782015,G2P01050
26786043,G2P00646;G2P01040
26786267,G2P00410
26788925,G2P00346
26789720,G2P01177
26789910,G2P01363
26792575,G2P00514
26798524,G2P00491
26799614,G2P00021
26799923,G2P01378
26802438,G2P00193
26803235,G2P00818
26808570,G2P01245
26817292,G2P00737
26818018,G2P01378
26820108,G2P02560
26822852,G2P01389
26824576,G2P00683
26824761,G2P00922
26827793,G2P00413
26829601,G2P00410
26830108,G2P00917
26832358,G2P00284
26832957,G2P00423
26833332,G2P01718
26833990,G2P01033
26834080,G2P01378
26834852,G2P00807
26835907,G2P01572;G2P00847
26845807,G2P01116
26847959,G2P01632
26849454,G2P01621
26849621,G2P01555
26850131,G2P01487;G2P00680
26852514,G2P00353
26854491,G2P00914
26855770,G2P03683
26856677,G2P01386
26858800,G2P01283
26860062,G2P00768
26860117,G2P00782
26860946,G2P01003
26861218,G2P01498
26862157,G2P00987;G2P00072
26863430,G2P00583
26864046,G2P00237
26865513,G2P01128
26867511,G2P00461
26868664,G2P03166
26870663,G2P02942
26873617,G2P01075
26874042,G2P00668
26874936,G2P02068
26875674,G2P01013
26879370,G2P02828
26885337,G2P00709
26885414,G2P00333
26886375,G2P01220
26888048,G2P00024
26888987,G2P01621
26892341,G2P00158
26897099,G2P01073
26898294,G2P00855
26899772,G2P00777
26900692,G2P00353
26901084,G2P00499
26905825,G2P01013
26908026,G2P01013
26908622,G2P01749
26910739,G2P00881
26912996,G2P01343
26914930,G2P00631
26915362,G2P00623
26916081,G2P03015
26918385,G2P02298
26919505,G2P01471
26919687,G2P00275
26921530,G2P01399
26923722,G2P01534
26927351,G2P01539
26931467,G2P02359
26933529,G2P00891
26933844,G2P00344
26934132,G2P00410
26935170,G2P00901
26936284,G2P01278;G2P00460
26936630,G2P00890
26937411,G2P00868
26937533,G2P01399
26942288,G2P02847;G2P01724
26943461,G2P00979
26944165,G2P00188
26947380,G2P00163
26947546,G2P00156
26947989,G2P00633;G2P01517;G2P01206;G2P00910
26950678,G2P01105
26951492,G2P01293
26952825,G2P00852
26954065,G2P02651
26956688,G2P01542
26958139,G2P00258
26959537,G2P01351
26960553,G2P01259;G2P01248;G2P01642
26963285,G2P01943
26966821,G2P01621
26967905,G2P00096
26968735,G2P00077
26969842,G2P01088
26973538,G2P01561
26975628,G2P00413
26976018,G2P00599
26980296,G2P01399
26981542,G2P00999
26982014,G2P00120
26982655,G2P02247
26987875,G2P01672
26989088,G2P01343
26989721,G2P00722
26991864,G2P03039
26992325,G2P00900
26995066,G2P00034
26995144,G2P01075
26997013,G2P00782
26997947,G2P00996
27001912,G2P00861
27004616,G2P00472
27007396,G2P01234
27007781,G2P00550
27007857,G2P00070
27009473,G2P00805
27009627,G2P01621
27011217,G2P00240
27014580,G2P03132
27016404,G2P01112
27017609,G2P01245
27019377,G2P00410
27022329,G2P01013
27023906,G2P00940;G2P01761;G2P01253;G2P02591
27026770,G2P00722
27030113,G2P01456
27031564,G2P01021
27038157,G2P00116
27038534,G2P00496
27040761,G2P00013
27048600,G2P01702
27050783,G2P00034
27051686,G2P01104
27055092,G2P00875
27056061,G2P02384
27057999,G2P00728
27058439,G2P01174
27059630,G2P01513
27059748,G2P00240
27060335,G2P01762
27062609,G2P00366;G2P01596
27066451,G2P02492
27066553,G2P00455
27066566,G2P01027
27066571,G2P00197
27066577,G2P01475
27066586,G2P01402
27067623,G2P02972
27069701,G2P01128
27071622,G2P00481
27072799,G2P00548
27072915,G2P00140
27074222,G2P01211
27074771,G2P03460;G2P03461
27075689,G2P00924
27076228,G2P00179
27078007,G2P00966
27081499,G2P00478;G2P00805
27081512,G2P01487
27081516,G2P01508
27081521,G2P01010
27081542,G2P01540
27081556,G2P00953
27081561,G2P01555
27081569,G2P01519
27085093,G2P00118
27094857,G2P02856
27095636,G2P00029
27096895,G2P01195
27098067,G2P00702
27099726,G2P00849
27100822,G2P00674
27102954,G2P01987
27103078,G2P02576
27103944,G2P00510
27105486,G2P00741
27106217,G2P00333
27106731,G2P01688
27108797,G2P02849;G2P01735
27108886,G2P01262;G2P00973
27109146,G2P03312
27117294,G2P00186
27118464,G2P01408
27119214,G2P00658
27120127,G2P01683
27120253,G2P01536
27121329,G2P00275
27121971,G2P00169
27123465,G2P00866
27125181,G2P01379;G2P01114
27125300,G2P03310
27125728,G2P01402
27127721,G2P01333
27129455,G2P01762
27130160,G2P00191
27132593,G2P01733
27133561,G2P00334;G2P00505;G2P00164
27134828,G2P00312;G2P00536
27138381,G2P00473
27139183,G2P01202
27140593,G2P01043
27142200,G2P00741
27145217,G2P00481
27145725,G2P03296
27146671,G2P00728
27146977,G2P00951;G2P00423
27148570,G2P00670
27148679,G2P01435
27154191,G2P03015
27157923,G2P00576
27164720,G2P00410
27165006,G2P00339;G2P02870;G2P01562
27166992,G2P03014
27167370,G2P01428
27172843,G2P01583
27173016,G2P03577;G2P00304;G2P03578
27173423,G2P00275
27173951,G2P00710
27176802,G2P00409
27179618,G2P00140
27181099,G2P00710
27181376,G2P00085;G2P00710
27181683,G2P01742
27182040,G2P01283
27182967,G2P02577
27183861,G2P03508
27184008,G2P03080
27185855,G2P00990
27186704,G2P00979
27188082,G2P01621
27193221,G2P00775
27193571,G2P03310
27194594,G2P01636
27194970,G2P02974
27195816,G2P00080
27196565,G2P00649
27199538,G2P00802
27206732,G2P02438
27206941,G2P00235
27207373,G2P00111
27208208,G2P00304;G2P03578;G2P03577
27209029,G2P00251
27212418,G2P00410
27212857,G2P01459
27215558,G2P00088
27216612,G2P01636
27228167,G2P01234
27230049,G2P01621
27230815,G2P00013
27232273,G2P01011
27233067,G2P01157
27233232,G2P01587
27234031,G2P03293;G2P01750;G2P01670
27234264,G2P00919
27234404,G2P01013
27234559,G2P00037;G2P00168;G2P01348;G2P00798;G2P01513
27238888,G2P02905
27239025,G2P01745
27240702,G2P01586
27243819,G2P00034
27245055,G2P01592
27245183,G2P01563
27247258,G2P01347
27247962,G2P01640;G2P01645
27248780,G2P00786
27250207,G2P00082
27252276,G2P01301;G2P00469
27252485,G2P01517
27252970,G2P00783
27253668,G2P00741
27255190,G2P00034
27255538,G2P01419
27256466,G2P03201
27256614,G2P00101
27257370,G2P00410
27258362,G2P00724
27259050,G2P01741
27260338,G2P00638
27265003,G2P00082
27267192,G2P00802
27267960,G2P00550
27268095,G2P01364
27268479,G2P01055
27268761,G2P03042
27273837,G2P00680
27282419,G2P01338
27282648,G2P00156
27284311,G2P00507
27285949,G2P00691
27286731,G2P00502;G2P00783
27286846,G2P00849
27292112,G2P01753
27296050,G2P00034
27298745,G2P03241;G2P03240
27300081,G2P01414
27300293,G2P00228
27302097,G2P01045
27302843,G2P00897;G2P00364
27307223,G2P03161
27308838,G2P00341;G2P00491;G2P00275
27312922,G2P00865
27317439,G2P01614
27318863,G2P01112
27323188,G2P01058
27323706,G2P01090
27325888,G2P01789
27328863,G2P01093
27329773,G2P01894
27330833,G2P00855
27331011,G2P01614
27333479,G2P01621
27334330,G2P01732
27334371,G2P01893
27338166,G2P01572
27342130,G2P03176
27343064,G2P02379
27346735,G2P02965
27350676,G2P01621
27353517,G2P01023
27357517,G2P01161
27358583,G2P00113
27362444,G2P01350
27362741,G2P03324
27362913,G2P00163;G2P01477
27363740,G2P01093;G2P00855
27366019,G2P01449;G2P01294
27370603,G2P02280
27372099,G2P00567
27374774,G2P01754
27375234,G2P00756
27380427,G2P01195
27381093,G2P02609
27381597,G2P01578
27382493,G2P00550
27383115,G2P01125
27383655,G2P02860
27383869,G2P00184
27385600,G2P01013
27387476,G2P02986
27389523,G2P02280
27392079,G2P01736
27394135,G2P01762
27397041,G2P00807;G2P00119
27397597,G2P00451
27398128,G2P00507
27403927,G2P00507
27406250,G2P01270;G2P01636
27409069,G2P00222
27410178,G2P00929
27410998,G2P00442
27414811,G2P00650
27418595,G2P00416;G2P00476
27420966,G2P01115
27423575,G2P02859
27425121,G2P00591
27425398,G2P00034
27426734,G2P01776
27427187,G2P00185
27428667,G2P00591
27431290,G2P02234;G2P03750
27434533,G2P00935
27435318,G2P03439;G2P03463;G2P03374
27436784,G2P01419;G2P02419
27439648,G2P00481
27439707,G2P00173
27441201,G2P01600
27442045,G2P01003
27442391,G2P00054;G2P00352
27443559,G2P03293
27450922,G2P01191
27452362,G2P00306
27456782,G2P00576
27460346,G2P00193
27470653,G2P01180
27470939,G2P01241
27473021,G2P00098
27473134,G2P00410
27473651,G2P00034
27476653,G2P01245
27477829,G2P00491
27481672,G2P01011
27484306,G2P01553
27485793,G2P01257
27485918,G2P00761
27487552,G2P00934
27489563,G2P00786
27491081,G2P00278
27491552,G2P00034
27492701,G2P01428
27493321,G2P00236;G2P00294;G2P01380;G2P01063;G2P00602
27493438,G2P01731
27495153,G2P00594
27500072,G2P01184
27502037,G2P00875
27502353,G2P00568
27503289,G2P01871
27503742,G2P00137
27504321,G2P00410
27506666,G2P03454
27507608,G2P01008
27507911,G2P01257
27508510,G2P01114;G2P01379
27510672,G2P01487
27511179,G2P00355
27512013,G2P01059
27512882,G2P00592;G2P00868
27513585,G2P01487
27515243,G2P00796
27519942,G2P01576
27523285,G2P00881
27523598,G2P01771
27524897,G2P01621
27526242,G2P01334
27528505,G2P01596
27530628,G2P01395
27531620,G2P00216
27533646,G2P01487
27538619,G2P00981
27538664,G2P02870
27540249,G2P01384
27541164,G2P01549
27542440,G2P01621
27543644,G2P00828
27544198,G2P01094
27544499,G2P01112
27545674,G2P01763
27545681,G2P01763
27546052,G2P00658
27548224,G2P00658
27549440,G2P00697;G2P02549
27550220,G2P01759
27550844,G2P01457
27561926,G2P00406;G2P00229
27570071,G2P01039
27570394,G2P01610
27570485,G2P01254
27573199,G2P02573
27573763,G2P00738
27574833,G2P00538
27576021,G2P01239
27576055,G2P01506
27576279,G2P00285
27580546,G2P00346
27581592,G2P03299
27585670,G2P00599;G2P00802;G2P01342
27586888,G2P00689;G2P02223
27588455,G2P01873
27591150,G2P00669
27591345,G2P00476
27593200,G2P01226
27593409,G2P01066
27596361,G2P02973
27598204,G2P00658;G2P00567;G2P01340
27601186,G2P01245
27601211,G2P03412
27604308,G2P00236;G2P01566
27604828,G2P02883
27605359,G2P00699
27606815,G2P00741
27607322,G2P00413
27612164,G2P01632
27612988,G2P00084;G2P01645;G2P01028
27614119,G2P00448
27615128,G2P00777
27616478,G2P01775
27616483,G2P01878
27616591,G2P00018;G2P00370
27616753,G2P02233
27617111,G2P00152
27617158,G2P00661
27617222,G2P03006
27620904,G2P02636;G2P00738;G2P02617
27621198,G2P00573
27622494,G2P01365
27623860,G2P00120
27624506,G2P01580
27625797,G2P00351
27625812,G2P01088
27625841,G2P00240;G2P00351
27625849,G2P02848
27625867,G2P01244
27625873,G2P00649
27625878,G2P00410
27625884,G2P00755;G2P01254;G2P00393;G2P01327;G2P02021
27626066,G2P01055
27626634,G2P01058
27629772,G2P01396
27637299,G2P01423
27638328,G2P00391
27639780,G2P00331;G2P00144
27640355,G2P01779
27643693,G2P00259
27647792,G2P00567
27648682,G2P00438
27649701,G2P00229
27650626,G2P00321
27652280,G2P01184
27653866,G2P00251
27657133,G2P00658
27659337,G2P01307
27659738,G2P01608
27662472,G2P01041
27665122,G2P00881
27665865,G2P00278
27666370,G2P01887
27666733,G2P01562
27667165,G2P02417
27667361,G2P01085
27669367,G2P00050
27670293,G2P01195
27672545,G2P00919
27673003,G2P00410
27676246,G2P00007
27677260,G2P01873
27682710,G2P01172;G2P00373
27683195,G2P00752
27683652,G2P00728
27684039,G2P03312
27684565,G2P01494
27688987,G2P00410
27693232,G2P01889
27694961,G2P00563
27696642,G2P00658;G2P00567
27697311,G2P00510
27698074,G2P01298
27698186,G2P01263
27701731,G2P00369;G2P00654
27702554,G2P02298;G2P00189
27706887,G2P03015
27708066,G2P00240;G2P00351
27708273,G2P01773;G2P00871
27716927,G2P01570
27717241,G2P00606
27718309,G2P00185
27718516,G2P01651
27720179,G2P00933
27720678,G2P00209
27724990,G2P01013
27725551,G2P01542
27727437,G2P00113
27730671,G2P00089
27733563,G2P00366
27734839,G2P01116;G2P01189
27735925,G2P00946
27738567,G2P00731
27738794,G2P00661
27739187,G2P01013
27739946,G2P00410
27740950,G2P00997
27743463,G2P01305
27743907,G2P01621
27748960,G2P03104
27750387,G2P01621
27751652,G2P01027
27752211,G2P01254
27753269,G2P00023
27753653,G2P01557
27754417,G2P00658;G2P00567;G2P01340
27756708,G2P03201
27756857,G2P03683
27759909,G2P01406
27761660,G2P00054
27762162,G2P01586;G2P00622
27764520,G2P01481
27769300,G2P00840
27771768,G2P00885;G2P00404
27773430,G2P01409
27776463,G2P01636
27777120,G2P00284
27778219,G2P00828
27781028,G2P01716
27782106,G2P01196
27784775,G2P00609
27784895,G2P00459;G2P01287
27785414,G2P00410
27790375,G2P02359
27793482,G2P01465
27793968,G2P00248;G2P01485;G2P01244;G2P01430;G2P01626
27794082,G2P01621
27796757,G2P00355
27797864,G2P00410
27798415,G2P00068
27799394,G2P01011
27799854,G2P01128
27806333,G2P01195
27810516,G2P03095
27813341,G2P00021
27814343,G2P01278
27814755,G2P00631
27814992,G2P00828
27816319,G2P00931
27816333,G2P03296
27817982,G2P00251
27821113,G2P00749
27821535,G2P01635;G2P00464
27822316,G2P00658
27824607,G2P01668;G2P01293;G2P01207;G2P03384;G2P03386
27825737,G2P01621
27826120,G2P00483;G2P01327
27826344,G2P03125
27826649,G2P02848
27827379,G2P00450
27829221,G2P01189
27830356,G2P01385
27830735,G2P00235
27832417,G2P00088
27834076,G2P01563
27834868,G2P01583
27839525,G2P01507
27839804,G2P03201
27839872,G2P01901
27841172,G2P00658
27848944,G2P01480
27854204,G2P01416
27856190,G2P00491
27858662,G2P01621
27858727,G2P01133
27858739,G2P02979
27858751,G2P03244
27858775,G2P02572
27859054,G2P01506;G2P00950;G2P01574
27860216,G2P00872
27862258,G2P00960
27864267,G2P03733
27867342,G2P00472;G2P01195
27868344,G2P01758
27870659,G2P00842
27871429,G2P00505
27871443,G2P02859
27872819,G2P00364
27874174,G2P00077
27875026,G2P01399
27875355,G2P02993
27875746,G2P01608
27876257,G2P00081
27876398,G2P00599
27880886,G2P01477
27882168,G2P01333
27882480,G2P00979
27882533,G2P00367
27882740,G2P00591
27884168,G2P01390
27884548,G2P01333
27885678,G2P00877
27889061,G2P01904
27890237,G2P01201
27890607,G2P01542
27891590,G2P01867
27896080,G2P00979
27896091,G2P01269
27896113,G2P00951
27896125,G2P00423
27898473,G2P00833
27900360,G2P01608
27900367,G2P01112
27904025,G2P00950
27904205,G2P01378
27904820,G2P00658
27904971,G2P02935
27906774,G2P01788
27908616,G2P01404
27912046,G2P01880
27913285,G2P01581
27914124,G2P01013
27916860,G2P01110
27919838,G2P01555;G2P00867;G2P00198
27920401,G2P00461
27920635,G2P00068
27922248,G2P01407
27927575,G2P00082
27932089,G2P00645
27933661,G2P01211
27934798,G2P01506
27934915,G2P00246
27942505,G2P01226
27942854,G2P00472
27956813,G2P00156
27958602,G2P01498
27964710,G2P00793
27966732,G2P00942
27967296,G2P00637
27974813,G2P01621
27980443,G2P00913
27980752,G2P00505
27983999,G2P00861
27987249,G2P00944
27988889,G2P02007
27994189,G2P00244
27995398,G2P01660
27997078,G2P00088
28002565,G2P01234;G2P01554
28003643,G2P01065
28007990,G2P00034
28009770,G2P00173
28012175,G2P00251
28013290,G2P01228
28017372,G2P01883
28017832,G2P01328
28018434,G2P01555
28018439,G2P00683
28024310,G2P00427
28027063,G2P00793
28031453,G2P02793
28039508,G2P01640
28040133,G2P00210
28040389,G2P00355
28043061,G2P02587
28043398,G2P00601
28043681,G2P01621
28045043,G2P02866
28049534,G2P00702
28050600,G2P01526
28051071,G2P00775
28052917,G2P02551
28053047,G2P01160
28054444,G2P02805
28055140,G2P01778
28056872,G2P00238
28060400,G2P00798
28060725,G2P01258
28061364,G2P01889
28063942,G2P00034
28065471,G2P02591;G2P02592
28065826,G2P01716
28066990,G2P00448;G2P01419
28067911,G2P01773
28070495,G2P01143
28070732,G2P00111
28074357,G2P00658
28075028,G2P03109
28077840,G2P00882
28079314,G2P00251
28079535,G2P01868
28083968,G2P01408
28085539,G2P00103
28086757,G2P00768;G2P01092
28087227,G2P01646
28091408,G2P00238
28095098,G2P00798
28099567,G2P03240
28100473,G2P00924
28101371,G2P00646
28101991,G2P00790
28102781,G2P00052
28103894,G2P01596
28108845,G2P00528;G2P00536;G2P01719;G2P01394
28111184,G2P01554
28111830,G2P01326
28111898,G2P00265
28112012,G2P01621
28112372,G2P01189
28118666,G2P02968;G2P00935
28119845,G2P01112
28120103,G2P00832
28120589,G2P00750
28122681,G2P00536
28123176,G2P02020;G2P01395
28123504,G2P01099
28125404,G2P00410
28126652,G2P01557
28127866,G2P01636
28128317,G2P00843
28128455,G2P00657
28129423,G2P02201
28132121,G2P00034
28132689,G2P01908
28132884,G2P01108
28133863,G2P00033;G2P00789;G2P01716;G2P01456
28137957,G2P00339
28138333,G2P00527
28138908,G2P01055
28139835,G2P00738;G2P00458
28141679,G2P00637
28143435,G2P00428;G2P00100;G2P01303
28143899,G2P01339
28145909,G2P00028
28148925,G2P01139
28150298,G2P01333
28150430,G2P01862
28151491,G2P00222
28155232,G2P00278
28157223,G2P01555
28157257,G2P00602
28159733,G2P00728
28160419,G2P00046;G2P00313;G2P00844;G2P01131;G2P01680
28163183,G2P00410
28170089,G2P00304
28173619,G2P01408
28180184,G2P03193
28185884,G2P00764
28188436,G2P01043
28189489,G2P01144
28190284,G2P02469
28193118,G2P00658
28195550,G2P01423
28197149,G2P00728
28210826,G2P00658
28211244,G2P03015
28211976,G2P00222
28211986,G2P00604
28213670,G2P00410
28214263,G2P01055
28216480,G2P01621
28220409,G2P01368
28220546,G2P01637
28223754,G2P01378
28224773,G2P02492
28225384,G2P00717
28228639,G2P01109
28230647,G2P00344
28231309,G2P01555;G2P00867
28232784,G2P00258
28236514,G2P01574
28237832,G2P00957
28237968,G2P03201
28240725,G2P03545
28241805,G2P00855
28242437,G2P00999
28244134,G2P00334
28245050,G2P00186
28247548,G2P00361
28249955,G2P01578
28250454,G2P02255
28251008,G2P00140
28251352,G2P01895
28251733,G2P01095
28254211,G2P00658
28254236,G2P03378
28255305,G2P00049
28255759,G2P00683
28255959,G2P00229
28257282,G2P00198
28257693,G2P02249
28258512,G2P01167
28259234,G2P01011
28259452,G2P01621
28261508,G2P00088
28262469,G2P01621
28265589,G2P03142
28269792,G2P00884
28271586,G2P01421
28272472,G2P01287
28277561,G2P01241
28279300,G2P00492
28280135,G2P02817
28283832,G2P01714;G2P01366;G2P01092
28284971,G2P00997
28286173,G2P01582
28286253,G2P00413
28288174,G2P00554
28289185,G2P00019
28289595,G2P00149
28289675,G2P01541
28292732,G2P00568
28293550,G2P00111
28293688,G2P01378
28295036,G2P00355
28295041,G2P03299
28299359,G2P01641
28302518,G2P00179
28302723,G2P02863
28303424,G2P03750;G2P01660
28315472,G2P00272
28317311,G2P01541
28318500,G2P02238
28318817,G2P01621
28319210,G2P02114
28321066,G2P00342
28321846,G2P01555
28323226,G2P02995
28323910,G2P00591
28323990,G2P00773
28324973,G2P01621
28328117,G2P03310
28328124,G2P00007
28328130,G2P00070
28328134,G2P00872
28328139,G2P01354
28329541,G2P00413
28332297,G2P00963
28332379,G2P00481
28332779,G2P00256
28334704,G2P01167
28334793,G2P03464
28334961,G2P01894
28340209,G2P00413
28342220,G2P01239
28343629,G2P02239
28344185,G2P01379
28345382,G2P00007
28345660,G2P00683
28346228,G2P02577
28346892,G2P00683
28349652,G2P01401
28350539,G2P01408
28351596,G2P01390
28352331,G2P00451
28356171,G2P01284
28357203,G2P02418
28358413,G2P01640
28365079,G2P00410
28366681,G2P00448
28367941,G2P01106
28369842,G2P01421
28371085,G2P00498;G2P02840
28371282,G2P00374
28371320,G2P00570
28374925,G2P02651
28377535,G2P00699;G2P00586
28377956,G2P01106
28378289,G2P00021
28378413,G2P03427
28386848,G2P01596
28386950,G2P01746
28388738,G2P00496
28390600,G2P00843
28390760,G2P01283
28392473,G2P01528
28393185,G2P00013
28394464,G2P01097
28396731,G2P03412
28397169,G2P01621
28398466,G2P00845
28399682,G2P00034
28401540,G2P02227
28401855,G2P03309
28407409,G2P00550
28408391,G2P00599
28412334,G2P00749
28414188,G2P00036
28414661,G2P01636
28416349,G2P01161
28417072,G2P01527
28418932,G2P01425
28420012,G2P01456
28422173,G2P00344
28422407,G2P01217
28424003,G2P03226
28424332,G2P01750
28425213,G2P00832
28425419,G2P00547
28428906,G2P00568
28432732,G2P00510
28433476,G2P01740
28434908,G2P01621
28435156,G2P00536
28435794,G2P00680
28438749,G2P00631
28440294,G2P00216;G2P00566
28440418,G2P01008
28440899,G2P01630;G2P00526;G2P00020
28442301,G2P00601
28442525,G2P03014
28443597,G2P00082
28446798,G2P01680
28447056,G2P01974
28447549,G2P01323
28448978,G2P00631
28453858,G2P03182
28454448,G2P01731
28455998,G2P01251
28456143,G2P00786
28456452,G2P00343
28457527,G2P01541
28458664,G2P00741
28458894,G2P00910
28458900,G2P02858
28460053,G2P01408
28460636,G2P00316
28462982,G2P01036
28464487,G2P00873
28465761,G2P00034
28465853,G2P00637
28467518,G2P01298
28469849,G2P00481
28469864,G2P00567
28471437,G2P01327
28473268,G2P01425
28475273,G2P01021
28475458,G2P01514
28475771,G2P01607
28476222,G2P01206;G2P00910
28476234,G2P00413
28477107,G2P01390
28479817,G2P01542
28482694,G2P00235
28483396,G2P01055
28484880,G2P01719
28485070,G2P03011
28486179,G2P01621
28487569,G2P00673
28487885,G2P01883
28489339,G2P00143
28491627,G2P02114
28491650,G2P03298
28493373,G2P03443
28494826,G2P01058
28495695,G2P01011
28496102,G2P01073
28496999,G2P01638
28497003,G2P00944
28497274,G2P00664
28497574,G2P00288
28498361,G2P00554
28498426,G2P00949
28498836,G2P00021
28502045,G2P01753
28503590,G2P00548
28503624,G2P01042
28503627,G2P00789;G2P01456
28506389,G2P00235
28507263,G2P02773
28511025,G2P01594;G2P02492
28511407,G2P00139;G2P00515;G2P00476
28511835,G2P02885
28513611,G2P00805;G2P00510
28515030,G2P01350
28515470,G2P00563
28523539,G2P00034
28524722,G2P01115
28525353,G2P01206;G2P00910
28529475,G2P00567
28529802,G2P00352
28533764,G2P01621
28534044,G2P00537
28536607,G2P00288
28538409,G2P01298
28539120,G2P00326;G2P00957
28539665,G2P00761
28540413,G2P02982
28542708,G2P01292
28542865,G2P03474
28543709,G2P00413
28545862,G2P00713
28547031,G2P00623
28549204,G2P00756
28551038,G2P00570
28553389,G2P00373
28554066,G2P00410
28555253,G2P00579
28555925,G2P00554
28556411,G2P00316;G2P01695
28556953,G2P00368
28561207,G2P02845;G2P01438
28561265,G2P01099
28562392,G2P00021
28566604,G2P02986
28571101,G2P01731
28574146,G2P01294
28574231,G2P00258
28575647,G2P00744
28576131,G2P01343
28576691,G2P02793
28577551,G2P01235
28580830,G2P00946
28582795,G2P00082
28583505,G2P00149
28584669,G2P01341
28585349,G2P02855
28587997,G2P01639
28588437,G2P01073
28589114,G2P00036
28589944,G2P01059
28592168,G2P00342
28593555,G2P00783
28600059,G2P00949
28601575,G2P00786
28602929,G2P00406
28605746,G2P03560
28606988,G2P01033
28607330,G2P00473
28611552,G2P00805
28612584,G2P00855
28612832,G2P01774
28615779,G2P00828
28616537,G2P01399
28617965,G2P02819
28619360,G2P01616
28620004,G2P00410
28620732,G2P01528
28622873,G2P01053
28624464,G2P00081
28624954,G2P00507
28625464,G2P01977
28627810,G2P00410
28628939,G2P00548
28629418,G2P02294
28629604,G2P00294
28631888,G2P00180
28632965,G2P01574
28635954,G2P00609
28638260,G2P00663
28638575,G2P03296
28640243,G2P00564
28641778,G2P00599
28643921,G2P01236
28645531,G2P00275
28648508,G2P00397
28649085,G2P02848
28649519,G2P00230
28654575,G2P00872
28655586,G2P00981
28657126,G2P01494
28658401,G2P00505
28658676,G2P00505
28659371,G2P00507
28660486,G2P00802
28666500,G2P01408
28667717,G2P01408
28669061,G2P01036
28669993,G2P00240;G2P00351
28672740,G2P00944
28673549,G2P00726
28675902,G2P00143
28677207,G2P01554
28679403,G2P00944
28680109,G2P01380
28680615,G2P01633
28680642,G2P00777
28681064,G2P02974
28681255,G2P01078
28681755,G2P03722
28683344,G2P00251;G2P01036
28684451,G2P01576
28685322,G2P01133
28685492,G2P00112
28685811,G2P01483
28687180,G2P00789
28687512,G2P00730
28687708,G2P02556
28687974,G2P00845
28688748,G2P00312;G2P00893
28689098,G2P00235
28690485,G2P01057
28693455,G2P01592
28694401,G2P00410
28695376,G2P00434
28695677,G2P00637
28696078,G2P01503
28696212,G2P00583
28697292,G2P00567;G2P01340
28698725,G2P00979
28702509,G2P01608
28704707,G2P01552
28705291,G2P01541
28707277,G2P00567
28708278,G2P01730;G2P00959;G2P00963
28709814,G2P01716
28711407,G2P00385
28711660,G2P00591
28713390,G2P00657
